"","STATE","EVENT_ID","MONTH_NAME","EVENT_TYPE","FATALITIES_COUNT","avgAGE","Total_POP_.2010","perFATALITIESpop"
"1","ALABAMA",83608,"February","Tornado",4,48.5,4779736,8.3686630391302e-05
"2","ALABAMA",501022,"January","Winter Storm",1,72,4779736,2.09216575978255e-05
"3","ALABAMA",296786,"April","Tornado",3,20.3333333333333,4779736,6.27649727934765e-05
"4","ALABAMA",214876,"February","Winter Storm",1,26,4779736,2.09216575978255e-05
"5","ALABAMA",302192,"April","Tornado",1,20,4779736,2.09216575978255e-05
"6","ALABAMA",445551,"June","Tide/Tsunami",3,36.3333333333333,4779736,6.27649727934765e-05
"7","ALABAMA",225173,"April","Wind",1,32,4779736,2.09216575978255e-05
"8","ALABAMA",445350,"June","Wind",1,49,4779736,2.09216575978255e-05
"9","ALABAMA",5166970,"December","Cold",1,43,4779736,2.09216575978255e-05
"10","ALABAMA",264065,"August","Lightning",1,34,4779736,2.09216575978255e-05
"11","ALABAMA",597275,"July","Lightning",1,73,4779736,2.09216575978255e-05
"12","ALABAMA",5475422,"September","Tide/Tsunami",1,23,4779736,2.09216575978255e-05
"13","ALABAMA",5235588,"March","Tornado",2,41,4779736,4.1843315195651e-05
"14","ALABAMA",302067,"April","Tornado",5,35.8,4779736,0.000104608287989127
"15","ALABAMA",5467137,"July","Heat",1,65,4779736,2.09216575978255e-05
"16","ALABAMA",501003,"January","Winter Storm",1,24,4779736,2.09216575978255e-05
"17","ALABAMA",5272278,"November","Tornado",2,52.5,4779736,4.1843315195651e-05
"18","ALABAMA",83659,"February","Tornado",1,60,4779736,2.09216575978255e-05
"19","ALABAMA",314886,"April","Tornado",12,60.25,4779736,0.000251059891173906
"20","ALABAMA",500996,"January","Winter Storm",2,15.5,4779736,4.1843315195651e-05
"21","ALABAMA",176053,"May","Flood",1,67,4779736,2.09216575978255e-05
"22","ALABAMA",5140294,"March","Wind",1,52,4779736,2.09216575978255e-05
"23","ALABAMA",445553,"June","Tide/Tsunami",1,62,4779736,2.09216575978255e-05
"24","ALABAMA",5272365,"November","Tornado",2,55,4779736,4.1843315195651e-05
"25","ALABAMA",209683,"January","Winter Storm",1,19,4779736,2.09216575978255e-05
"26","ALABAMA",59669,"September","Heat",1,1,4779736,2.09216575978255e-05
"27","ALABAMA",373886,"March","Lightning",1,12,4779736,2.09216575978255e-05
"28","ALABAMA",576207,"July","Lightning",1,12,4779736,2.09216575978255e-05
"29","ALABAMA",5302717,"June","Tide/Tsunami",1,35,4779736,2.09216575978255e-05
"30","ALABAMA",501329,"January","Winter Storm",1,97,4779736,2.09216575978255e-05
"31","ALABAMA",301943,"April","Tornado",1,68,4779736,2.09216575978255e-05
"32","ALABAMA",49097,"July","Heat",1,36,4779736,2.09216575978255e-05
"33","ALABAMA",390148,"August","Heat",1,38,4779736,2.09216575978255e-05
"34","ALABAMA",309095,"April","Tornado",9,51,4779736,0.000188294918380429
"35","ALABAMA",314799,"April","Tornado",1,55,4779736,2.09216575978255e-05
"36","ALABAMA",209689,"January","Winter Storm",1,75,4779736,2.09216575978255e-05
"37","ALABAMA",94465,"April","Tide/Tsunami",1,40,4779736,2.09216575978255e-05
"38","ALABAMA",400154,"July","Lightning",1,40,4779736,2.09216575978255e-05
"39","ALABAMA",58885,"August","Heat",1,64,4779736,2.09216575978255e-05
"40","ALABAMA",5155486,"July","Heat",2,76,4779736,4.1843315195651e-05
"41","ALABAMA",5376900,"August","Tide/Tsunami",1,25,4779736,2.09216575978255e-05
"42","ALABAMA",610072,"December","Flood",1,53,4779736,2.09216575978255e-05
"43","ALABAMA",307342,"April","Tornado",4,66.25,4779736,8.3686630391302e-05
"44","ALABAMA",5151709,"June","Wind",1,70,4779736,2.09216575978255e-05
"45","ALABAMA",5151761,"June","Heat",1,1,4779736,2.09216575978255e-05
"46","ALABAMA",301925,"April","Tornado",6,76.6666666666667,4779736,0.000125529945586953
"47","ALABAMA",314742,"April","Tornado",6,51.3333333333333,4779736,0.000125529945586953
"48","ALABAMA",133477,"August","Hurricane",1,33,4779736,2.09216575978255e-05
"49","ALABAMA",5425192,"November","Tornado",1,75,4779736,2.09216575978255e-05
"50","ALABAMA",5139296,"April","Wind",1,43,4779736,2.09216575978255e-05
"51","ALABAMA",516848,"April","Flood",1,67,4779736,2.09216575978255e-05
"52","ALABAMA",213976,"February","Winter Storm",2,3,4779736,4.1843315195651e-05
"53","ALABAMA",5321639,"November","Tornado",1,54,4779736,2.09216575978255e-05
"54","ALABAMA",5264220,"August","Lightning",1,65,4779736,2.09216575978255e-05
"55","ALABAMA",254289,"July","Tide/Tsunami",1,3,4779736,2.09216575978255e-05
"56","ALABAMA",309488,"April","Tornado",11,57.9090909090909,4779736,0.00023013823357608
"57","ALABAMA",295231,"March","Heat",5,18.6,4779736,0.000104608287989127
"58","ALABAMA",33262,"May","Tide/Tsunami",1,43,4779736,2.09216575978255e-05
"59","ALABAMA",213044,"January","Winter Storm",2,25,4779736,4.1843315195651e-05
"60","ALABAMA",314662,"April","Tornado",52,46.2115384615385,4779736,0.00108792619508693
"61","ALABAMA",5300425,"June","Lightning",1,8,4779736,2.09216575978255e-05
"62","ALABAMA",41738,"June","Tide/Tsunami",1,21,4779736,2.09216575978255e-05
"63","ALABAMA",574054,"June","Lightning",2,43.5,4779736,4.1843315195651e-05
"64","ALABAMA",5245932,"May","Wind",1,36,4779736,2.09216575978255e-05
"65","ALABAMA",5439714,"March","Flood",1,63,4779736,2.09216575978255e-05
"66","ALABAMA",496864,"January","Winter Storm",2,65,4779736,4.1843315195651e-05
"67","ALABAMA",5141875,"April","Tornado",1,90,4779736,2.09216575978255e-05
"68","ALABAMA",33267,"May","Tide/Tsunami",1,31,4779736,2.09216575978255e-05
"69","ALABAMA",5425924,"November","Flood",1,73,4779736,2.09216575978255e-05
"70","ALABAMA",166035,"April","Wind",1,63,4779736,2.09216575978255e-05
"71","ALABAMA",265205,"October","Lightning",1,41,4779736,2.09216575978255e-05
"72","ALABAMA",314663,"April","Tornado",20,49.15,4779736,0.00041843315195651
"73","ALABAMA",5269920,"October","Wind",1,63,4779736,2.09216575978255e-05
"74","ALABAMA",375925,"April","Tide/Tsunami",1,16,4779736,2.09216575978255e-05
"75","ALABAMA",301811,"April","Tornado",8,63.25,4779736,0.000167373260782604
"76","ALABAMA",22399,"March","Tornado",9,23.7777777777778,4779736,0.000188294918380429
"77","ALABAMA",309295,"April","Tornado",5,42.2,4779736,0.000104608287989127
"78","ALABAMA",5339370,"January","Cold",1,37,4779736,2.09216575978255e-05
"79","ALABAMA",41736,"June","Tide/Tsunami",1,43,4779736,2.09216575978255e-05
"80","ALABAMA",5306614,"July","Lightning",1,2,4779736,2.09216575978255e-05
"81","ALABAMA",5321432,"November","Tornado",3,58.6666666666667,4779736,6.27649727934765e-05
"82","ALABAMA",505288,"April","Tornado",2,47,4779736,4.1843315195651e-05
"83","ALABAMA",243813,"June","Heat",1,4,4779736,2.09216575978255e-05
"84","ALABAMA",33250,"May","Tide/Tsunami",1,21,4779736,2.09216575978255e-05
"85","ALABAMA",5167810,"December","Tornado",1,35,4779736,2.09216575978255e-05
"86","ALABAMA",5300678,"June","Lightning",3,10.3333333333333,4779736,6.27649727934765e-05
"87","ALABAMA",560027,"April","Tide/Tsunami",2,16,4779736,4.1843315195651e-05
"88","ALABAMA",611273,"December","Flood",2,13.5,4779736,4.1843315195651e-05
"89","ALABAMA",58886,"August","Heat",1,59,4779736,2.09216575978255e-05
"90","ALABAMA",5519422,"July","Lightning",1,11,4779736,2.09216575978255e-05
"91","ALABAMA",276534,"December","Winter Storm",2,14.5,4779736,4.1843315195651e-05
"92","ALABAMA",5386925,"March","Heat",1,50,4779736,2.09216575978255e-05
"93","ALABAMA",5266248,"September","Heat",1,15,4779736,2.09216575978255e-05
"94","ALABAMA",159800,"April","Tornado",1,59,4779736,2.09216575978255e-05
"95","ALABAMA",301902,"April","Tornado",4,53.75,4779736,8.3686630391302e-05
"96","ALABAMA",5321436,"November","Tornado",7,46.7142857142857,4779736,0.000146451603184778
"97","ALABAMA",311613,"April","Tornado",1,68,4779736,2.09216575978255e-05
"98","ALABAMA",311717,"April","Tornado",3,49.3333333333333,4779736,6.27649727934765e-05
"99","ALABAMA",130877,"August","Tide/Tsunami",1,39,4779736,2.09216575978255e-05
"100","ALABAMA",345139,"August","Wind",1,42,4779736,2.09216575978255e-05
"101","ALABAMA",375926,"April","Tide/Tsunami",1,14,4779736,2.09216575978255e-05
"102","ALABAMA",5166971,"December","Tornado",11,39.0909090909091,4779736,0.00023013823357608
"103","ALABAMA",5236743,"March","Wind",1,17,4779736,2.09216575978255e-05
"104","ALABAMA",5321578,"November","Tornado",1,72,4779736,2.09216575978255e-05
"105","ALABAMA",364295,"January","Tornado",1,16,4779736,2.09216575978255e-05
"106","ALABAMA",53868,"August","Lightning",1,61,4779736,2.09216575978255e-05
"107","ALABAMA",5321433,"November","Tornado",1,91,4779736,2.09216575978255e-05
"108","ALABAMA",112518,"June","Wind",1,5,4779736,2.09216575978255e-05
"109","ALABAMA",276532,"December","Winter Storm",1,29,4779736,2.09216575978255e-05
"110","ALABAMA",522783,"May","Tide/Tsunami",1,36,4779736,2.09216575978255e-05
"111","ALABAMA",301882,"April","Tornado",1,13,4779736,2.09216575978255e-05
"112","ALABAMA",315331,"April","Tornado",6,47,4779736,0.000125529945586953
"113","ALABAMA",309071,"April","Tornado",9,42.2222222222222,4779736,0.000188294918380429
"114","ALABAMA",312738,"April","Wind",1,27,4779736,2.09216575978255e-05
"115","ALABAMA",315334,"April","Tornado",1,70,4779736,2.09216575978255e-05
"116","ALABAMA",5475491,"September","Heat",1,2,4779736,2.09216575978255e-05
"117","ALABAMA",308979,"April","Tornado",1,46,4779736,2.09216575978255e-05
"118","ALABAMA",5266170,"September","Lightning",1,14,4779736,2.09216575978255e-05
"119","ALABAMA",524765,"April","Heat",1,21,4779736,2.09216575978255e-05
"120","ALABAMA",112205,"May","Wind",1,34,4779736,2.09216575978255e-05
"121","ALABAMA",363558,"January","Tornado",1,81,4779736,2.09216575978255e-05
"122","ALABAMA",85237,"February","Tornado",1,71,4779736,2.09216575978255e-05
"123","ALABAMA",411682,"June","Heat",2,74.5,4779736,4.1843315195651e-05
"124","ALABAMA",496875,"January","Winter Storm",1,71,4779736,2.09216575978255e-05
"125","ALABAMA",520683,"May","Flood",1,91,4779736,2.09216575978255e-05
"126","ALABAMA",374385,"March","Tornado",1,57,4779736,2.09216575978255e-05
"127","ALABAMA",5349901,"April","Tide/Tsunami",1,36,4779736,2.09216575978255e-05
"128","ALABAMA",5234271,"February","Wind",1,52,4779736,2.09216575978255e-05
"129","ALABAMA",130841,"August","Tide/Tsunami",1,50,4779736,2.09216575978255e-05
"130","ALABAMA",301846,"April","Tornado",14,64.0714285714286,4779736,0.000292903206369557
"131","ALABAMA",301829,"April","Tornado",2,70,4779736,4.1843315195651e-05
"132","ALABAMA",5321173,"September","Tide/Tsunami",1,26,4779736,2.09216575978255e-05
"133","ALABAMA",106598,"May","Flood",1,72,4779736,2.09216575978255e-05
"134","ALABAMA",314900,"April","Tornado",8,58,4779736,0.000167373260782604
"135","ALABAMA",522787,"July","Tide/Tsunami",1,34,4779736,2.09216575978255e-05
"136","ALABAMA",314923,"April","Tornado",1,13,4779736,2.09216575978255e-05
"137","ALABAMA",310083,"April","Tornado",1,96,4779736,2.09216575978255e-05
"138","ALABAMA",496882,"January","Winter Storm",1,64,4779736,2.09216575978255e-05
"139","ALABAMA",5353715,"April","Flood",1,68,4779736,2.09216575978255e-05
"140","ALABAMA",247932,"July","Lightning",1,15,4779736,2.09216575978255e-05
"141","ALABAMA",102088,"May","Tide/Tsunami",1,12,4779736,2.09216575978255e-05
"142","ALABAMA",20465,"March","Tornado",1,48,4779736,2.09216575978255e-05
"143","ALABAMA",5148770,"June","Heat",1,0,4779736,2.09216575978255e-05
"144","ALABAMA",312739,"April","Wind",1,56,4779736,2.09216575978255e-05
"145","ALABAMA",5313499,"August","Lightning",1,68,4779736,2.09216575978255e-05
"146","ALABAMA",522769,"July","Tide/Tsunami",1,16,4779736,2.09216575978255e-05
"147","ALABAMA",5487738,"January","Tornado",1,58,4779736,2.09216575978255e-05
"148","ALABAMA",5463631,"July","Lightning",2,22.5,4779736,4.1843315195651e-05
"149","ALABAMA",152629,"January","Flood",2,14,4779736,4.1843315195651e-05
"150","ALABAMA",5477526,"September","Tide/Tsunami",1,41,4779736,2.09216575978255e-05
"151","ALABAMA",5268221,"September","Tide/Tsunami",1,67,4779736,2.09216575978255e-05
"152","ALABAMA",102086,"May","Tide/Tsunami",1,54,4779736,2.09216575978255e-05
"153","ALASKA",5273345,"December","Landslide",1,35,710231,0.000140799261085478
"154","ALASKA",5277117,"January","Landslide",2,24,710231,0.000281598522170956
"155","ALASKA",350802,"November","Flood",1,26,710231,0.000140799261085478
"156","ALASKA",5296614,"May","Flood",3,21,710231,0.000422397783256433
"157","ALASKA",84491,"April","Winter Storm",1,70,710231,0.000140799261085478
"158","ALASKA",5387273,"April","Landslide",1,24,710231,0.000140799261085478
"159","ALASKA",5129814,"February","Landslide",1,53,710231,0.000140799261085478
"160","ALASKA",355788,"February","Winter Storm",1,20,710231,0.000140799261085478
"161","ALASKA",119800,"August","Flood",2,39,710231,0.000281598522170956
"162","ALASKA",611642,"August","Landslide",3,37.6666666666667,710231,0.000422397783256433
"163","ALASKA",5493064,"February","Winter Storm",1,42,710231,0.000140799261085478
"164","ALASKA",5131991,"March","Cold",1,31,710231,0.000140799261085478
"165","ALASKA",613667,"August","Heat",1,28,710231,0.000140799261085478
"166","ALASKA",5127206,"January","Winter Storm",1,33,710231,0.000140799261085478
"167","ALASKA",5127207,"January","Cold",1,18,710231,0.000140799261085478
"168","ALASKA",5228507,"February","Landslide",2,31.5,710231,0.000281598522170956
"169","ALASKA",547724,"December","Landslide",1,35,710231,0.000140799261085478
"170","ALASKA",5230458,"March","Landslide",1,37,710231,0.000140799261085478
"171","ALASKA",5273342,"December","Landslide",1,37,710231,0.000140799261085478
"172","ALASKA",269158,"January","Winter Storm",1,14,710231,0.000140799261085478
"173","ALASKA",5492879,"February","Landslide",1,46,710231,0.000140799261085478
"174","ALASKA",558288,"March","Cold",1,30,710231,0.000140799261085478
"175","ALASKA",5144014,"June","Heat",1,6,710231,0.000140799261085478
"176","ALASKA",549366,"October","Winter Storm",1,51,710231,0.000140799261085478
"177","ALASKA",5135706,"April","Landslide",1,44,710231,0.000140799261085478
"178","ALASKA",406779,"September","Flood",1,51,710231,0.000140799261085478
"179","ALASKA",607472,"December","Winter Storm",1,24,710231,0.000140799261085478
"180","ALASKA",5127204,"January","Winter Storm",2,46.5,710231,0.000281598522170956
"181","ALASKA",79723,"April","Landslide",1,31,710231,0.000140799261085478
"182","ALASKA",5135707,"April","Landslide",1,43,710231,0.000140799261085478
"183","ALASKA",5160459,"December","Winter Storm",1,22,710231,0.000140799261085478
"184","ALASKA",5273341,"December","Winter Storm",1,21,710231,0.000140799261085478
"185","ALASKA",5285387,"April","Landslide",2,35,710231,0.000281598522170956
"186","ALASKA",595640,"August","Flood",3,37.6666666666667,710231,0.000422397783256433
"187","ALASKA",5432516,"December","Winter Storm",1,29,710231,0.000140799261085478
"188","ALASKA",568443,"March","Landslide",1,33,710231,0.000140799261085478
"189","ALASKA",5269323,"November","Landslide",1,30,710231,0.000140799261085478
"190","ALASKA",5339379,"February","Landslide",1,24,710231,0.000140799261085478
"191","ALASKA",5161158,"December","Landslide",1,44,710231,0.000140799261085478
"192","ALASKA",5272060,"December","Landslide",1,30,710231,0.000140799261085478
"193","ALASKA",5381577,"February","Landslide",1,23,710231,0.000140799261085478
"194","ALASKA",5235236,"February","Winter Storm",1,44,710231,0.000140799261085478
"195","ALASKA",5127590,"January","Landslide",1,63,710231,0.000140799261085478
"196","ARIZONA",5446988,"May","Heat",1,22,6392017,1.5644514086868e-05
"197","ARIZONA",386013,"July","Heat",1,72,6392017,1.5644514086868e-05
"198","ARIZONA",251771,"September","Heat",1,0,6392017,1.5644514086868e-05
"199","ARIZONA",592636,"June","Lightning",1,24,6392017,1.5644514086868e-05
"200","ARIZONA",5419992,"August","Flood",1,6,6392017,1.5644514086868e-05
"201","ARIZONA",5467997,"July","Heat",7,72.2857142857143,6392017,0.000109511598608076
"202","ARIZONA",176268,"July","Heat",2,35.5,6392017,3.12890281737361e-05
"203","ARIZONA",51108,"August","Flood",2,22,6392017,3.12890281737361e-05
"204","ARIZONA",104450,"July","Flood",1,28,6392017,1.5644514086868e-05
"205","ARIZONA",285317,"March","Hail",1,66,6392017,1.5644514086868e-05
"206","ARIZONA",454125,"June","Heat",1,69,6392017,1.5644514086868e-05
"207","ARIZONA",602149,"September","Flood",1,33,6392017,1.5644514086868e-05
"208","ARIZONA",233638,"July","Lightning",1,53,6392017,1.5644514086868e-05
"209","ARIZONA",246320,"June","Heat",1,2,6392017,1.5644514086868e-05
"210","ARIZONA",372666,"May","Heat",1,23,6392017,1.5644514086868e-05
"211","ARIZONA",5497943,"March","Winter Storm",3,19.3333333333333,6392017,4.69335422606041e-05
"212","ARIZONA",374032,"May","Wind",1,2,6392017,1.5644514086868e-05
"213","ARIZONA",5341555,"January","Dust Storm",1,5,6392017,1.5644514086868e-05
"214","ARIZONA",543154,"September","Flood",1,53,6392017,1.5644514086868e-05
"215","ARIZONA",448714,"June","Heat",1,50,6392017,1.5644514086868e-05
"216","ARIZONA",536176,"July","Heat",1,80,6392017,1.5644514086868e-05
"217","ARIZONA",122575,"August","Flood",1,77,6392017,1.5644514086868e-05
"218","ARIZONA",5469141,"August","Flood",1,3,6392017,1.5644514086868e-05
"219","ARIZONA",5530325,"August","Flood",2,53,6392017,3.12890281737361e-05
"220","ARIZONA",5374730,"August","Wind",1,60,6392017,1.5644514086868e-05
"221","ARIZONA",258258,"January","Flood",1,6,6392017,1.5644514086868e-05
"222","ARIZONA",59269,"September","Flood",1,37,6392017,1.5644514086868e-05
"223","ARIZONA",5428621,"December","Wind",1,64,6392017,1.5644514086868e-05
"224","ARIZONA",5257838,"July","Wind",1,38,6392017,1.5644514086868e-05
"225","ARIZONA",5486154,"January","Winter Storm",1,42,6392017,1.5644514086868e-05
"226","ARIZONA",5446990,"May","Heat",2,23,6392017,3.12890281737361e-05
"227","ARIZONA",5438693,"January","Winter Storm",2,18.5,6392017,3.12890281737361e-05
"228","ARIZONA",459593,"June","Fire",19,27.3684210526316,6392017,0.000297245767650493
"229","ARIZONA",5172098,"August","Lightning",1,66,6392017,1.5644514086868e-05
"230","ARIZONA",343974,"August","Dust Storm",1,0,6392017,1.5644514086868e-05
"231","ARIZONA",5446989,"May","Heat",2,41.5,6392017,3.12890281737361e-05
"232","ARIZONA",26380,"May","Heat",2,18,6392017,3.12890281737361e-05
"233","ARIZONA",537869,"July","Lightning",1,17,6392017,1.5644514086868e-05
"234","ARIZONA",539420,"August","Lightning",1,27,6392017,1.5644514086868e-05
"235","ARIZONA",290997,"March","Winter Storm",1,65,6392017,1.5644514086868e-05
"236","ARIZONA",351970,"October","Dust Storm",1,70,6392017,1.5644514086868e-05
"237","ARIZONA",479305,"October","Dust Storm",3,57.6666666666667,6392017,4.69335422606041e-05
"238","ARIZONA",5446992,"May","Lightning",1,70,6392017,1.5644514086868e-05
"239","ARIZONA",5341554,"January","Dust Storm",1,1,6392017,1.5644514086868e-05
"240","ARIZONA",38690,"July","Flood",2,56,6392017,3.12890281737361e-05
"241","ARIZONA",74464,"February","Heat",1,12,6392017,1.5644514086868e-05
"242","ARIZONA",55126,"July","Lightning",1,21,6392017,1.5644514086868e-05
"243","ARIZONA",328107,"August","Heat",2,72.5,6392017,3.12890281737361e-05
"244","ARIZONA",287052,"February","Cold",1,38,6392017,1.5644514086868e-05
"245","ARIZONA",543205,"September","Flood",1,76,6392017,1.5644514086868e-05
"246","ARIZONA",201500,"December","Winter Storm",1,38,6392017,1.5644514086868e-05
"247","ARIZONA",394984,"July","Flood",1,38,6392017,1.5644514086868e-05
"248","ARIZONA",5473625,"August","Flood",2,36,6392017,3.12890281737361e-05
"249","ARIZONA",478990,"August","Flood",1,47,6392017,1.5644514086868e-05
"250","ARIZONA",591015,"June","Lightning",1,32,6392017,1.5644514086868e-05
"251","ARIZONA",5469004,"August","Flood",1,1,6392017,1.5644514086868e-05
"252","ARIZONA",198348,"November","Dust Storm",2,44,6392017,3.12890281737361e-05
"253","ARIZONA",431698,"January","Cold",1,62,6392017,1.5644514086868e-05
"254","ARIZONA",521419,"June","Heat",1,62,6392017,1.5644514086868e-05
"255","ARIZONA",5527321,"July","Lightning",1,45,6392017,1.5644514086868e-05
"256","ARIZONA",544540,"October","Heat",1,0,6392017,1.5644514086868e-05
"257","ARIZONA",253123,"July","Flood",1,12,6392017,1.5644514086868e-05
"258","ARIZONA",5374654,"August","Flood",1,58,6392017,1.5644514086868e-05
"259","ARIZONA",353785,"December","Winter Storm",1,82,6392017,1.5644514086868e-05
"260","ARIZONA",601505,"September","Lightning",1,22,6392017,1.5644514086868e-05
"261","ARIZONA",277798,"February","Winter Storm",1,39,6392017,1.5644514086868e-05
"262","ARIZONA",508174,"March","Heat",1,52,6392017,1.5644514086868e-05
"263","ARIZONA",42115,"July","Flood",1,60,6392017,1.5644514086868e-05
"264","ARIZONA",335107,"September","Heat",1,31,6392017,1.5644514086868e-05
"265","ARIZONA",372667,"May","Heat",1,35,6392017,1.5644514086868e-05
"266","ARIZONA",5266980,"August","Flood",2,48.5,6392017,3.12890281737361e-05
"267","ARIZONA",487031,"January","Winter Storm",1,24,6392017,1.5644514086868e-05
"268","ARIZONA",5511946,"May","Wind",2,26.5,6392017,3.12890281737361e-05
"269","ARIZONA",338781,"August","Lightning",1,64,6392017,1.5644514086868e-05
"270","ARIZONA",201360,"September","Lightning",1,68,6392017,1.5644514086868e-05
"271","ARIZONA",5492160,"February","Dust Storm",2,82,6392017,3.12890281737361e-05
"272","ARIZONA",213616,"January","Winter Storm",2,57,6392017,3.12890281737361e-05
"273","ARIZONA",383661,"June","Heat",1,44,6392017,1.5644514086868e-05
"274","ARIZONA",447633,"June","Heat",1,21,6392017,1.5644514086868e-05
"275","ARIZONA",90351,"March","Winter Storm",2,66,6392017,3.12890281737361e-05
"276","ARIZONA",201472,"December","Wind",1,27,6392017,1.5644514086868e-05
"277","ARIZONA",243602,"July","Flood",1,25,6392017,1.5644514086868e-05
"278","ARIZONA",137447,"December","Hail",1,59,6392017,1.5644514086868e-05
"279","ARIZONA",438250,"March","Flood",1,38,6392017,1.5644514086868e-05
"280","ARIZONA",595742,"August","Heat",2,65.5,6392017,3.12890281737361e-05
"281","ARIZONA",414369,"September","Flood",1,52,6392017,1.5644514086868e-05
"282","ARIZONA",5135652,"March","Winter Storm",4,28,6392017,6.25780563474722e-05
"283","ARIZONA",5132240,"March","Winter Storm",2,27,6392017,3.12890281737361e-05
"284","ARIZONA",476249,"July","Lightning",1,54,6392017,1.5644514086868e-05
"285","ARIZONA",200377,"December","Dust Storm",3,18.6666666666667,6392017,4.69335422606041e-05
"286","ARIZONA",220496,"May","Dust Storm",1,58,6392017,1.5644514086868e-05
"287","ARIZONA",5534669,"September","Flood",2,24,6392017,3.12890281737361e-05
"288","ARIZONA",5266978,"August","Flood",3,27,6392017,4.69335422606041e-05
"289","ARIZONA",5330170,"July","Flood",1,31,6392017,1.5644514086868e-05
"290","ARIZONA",5511945,"May","Wind",2,36.5,6392017,3.12890281737361e-05
"291","ARIZONA",392277,"July","Flood",1,2,6392017,1.5644514086868e-05
"292","ARIZONA",396492,"July","Flood",1,65,6392017,1.5644514086868e-05
"293","ARIZONA",5258402,"July","Flood",1,14,6392017,1.5644514086868e-05
"294","ARIZONA",72596,"December","Winter Storm",1,27,6392017,1.5644514086868e-05
"295","ARIZONA",482552,"September","Lightning",1,30,6392017,1.5644514086868e-05
"296","ARIZONA",5415775,"July","Flood",1,32,6392017,1.5644514086868e-05
"297","ARIZONA",5134544,"March","Winter Storm",1,30,6392017,1.5644514086868e-05
"298","ARIZONA",5271305,"November","Winter Storm",1,54,6392017,1.5644514086868e-05
"299","ARIZONA",5465134,"July","Heat",1,25,6392017,1.5644514086868e-05
"300","ARKANSAS",146260,"December","Winter Storm",2,36,2915918,6.85890343967148e-05
"301","ARKANSAS",289592,"April","Tornado",1,1,2915918,3.42945171983574e-05
"302","ARKANSAS",480092,"December","Winter Storm",1,62,2915918,3.42945171983574e-05
"303","ARKANSAS",5295903,"May","Flood",1,65,2915918,3.42945171983574e-05
"304","ARKANSAS",219265,"April","Flood",1,63,2915918,3.42945171983574e-05
"305","ARKANSAS",233543,"July","Heat",1,51,2915918,3.42945171983574e-05
"306","ARKANSAS",239400,"July","Heat",1,41,2915918,3.42945171983574e-05
"307","ARKANSAS",309097,"May","Flood",1,53,2915918,3.42945171983574e-05
"308","ARKANSAS",134927,"September","Hurricane",1,29,2915918,3.42945171983574e-05
"309","ARKANSAS",196963,"September","Heat",1,40,2915918,3.42945171983574e-05
"310","ARKANSAS",504762,"April","Tornado",1,55,2915918,3.42945171983574e-05
"311","ARKANSAS",402885,"August","Heat",1,3,2915918,3.42945171983574e-05
"312","ARKANSAS",153508,"February","Winter Storm",1,19,2915918,3.42945171983574e-05
"313","ARKANSAS",5533380,"September","Lightning",1,51,2915918,3.42945171983574e-05
"314","ARKANSAS",267533,"December","Tornado",4,84.75,2915918,0.00013717806879343
"315","ARKANSAS",5324258,"December","Tornado",1,84,2915918,3.42945171983574e-05
"316","ARKANSAS",289571,"April","Tornado",2,20.5,2915918,6.85890343967148e-05
"317","ARKANSAS",86129,"March","Flood",1,64,2915918,3.42945171983574e-05
"318","ARKANSAS",453503,"May","Wind",1,19,2915918,3.42945171983574e-05
"319","ARKANSAS",83563,"February","Cold",1,77,2915918,3.42945171983574e-05
"320","ARKANSAS",276368,"February","Winter Storm",1,47,2915918,3.42945171983574e-05
"321","ARKANSAS",199043,"October","Flood",1,30,2915918,3.42945171983574e-05
"322","ARKANSAS",507405,"March","Winter Storm",1,35,2915918,3.42945171983574e-05
"323","ARKANSAS",542780,"November","Winter Storm",1,48,2915918,3.42945171983574e-05
"324","ARKANSAS",543173,"October","Tornado",1,33,2915918,3.42945171983574e-05
"325","ARKANSAS",302349,"April","Flood",1,53,2915918,3.42945171983574e-05
"326","ARKANSAS",365560,"April","Wind",1,25,2915918,3.42945171983574e-05
"327","ARKANSAS",5533164,"August","Heat",1,29,2915918,3.42945171983574e-05
"328","ARKANSAS",515013,"June","Wind",1,59,2915918,3.42945171983574e-05
"329","ARKANSAS",286887,"February","Winter Storm",2,80.5,2915918,6.85890343967148e-05
"330","ARKANSAS",92771,"May","Lightning",1,17,2915918,3.42945171983574e-05
"331","ARKANSAS",161828,"May","Flood",1,32,2915918,3.42945171983574e-05
"332","ARKANSAS",487123,"February","Winter Storm",1,3,2915918,3.42945171983574e-05
"333","ARKANSAS",13070,"January","Heat",1,20,2915918,3.42945171983574e-05
"334","ARKANSAS",148735,"January","Winter Storm",1,40,2915918,3.42945171983574e-05
"335","ARKANSAS",5392423,"April","Flood",2,2.5,2915918,6.85890343967148e-05
"336","ARKANSAS",306515,"May","Flood",1,57,2915918,3.42945171983574e-05
"337","ARKANSAS",571233,"June","Lightning",1,22,2915918,3.42945171983574e-05
"338","ARKANSAS",83113,"February","Winter Storm",1,77,2915918,3.42945171983574e-05
"339","ARKANSAS",238880,"April","Heat",1,31,2915918,3.42945171983574e-05
"340","ARKANSAS",500101,"April","Wind",2,2.5,2915918,6.85890343967148e-05
"341","ARKANSAS",81043,"February","Tornado",3,49,2915918,0.000102883551595072
"342","ARKANSAS",313010,"May","Tornado",2,49.5,2915918,6.85890343967148e-05
