"","STATE","EVENT_ID","MONTH_NAME","EVENT_TYPE","FATALITIES_COUNT","avgAGE","Total_POP_.2010","perFATALITIESpop"
"1628","ILLINOIS",213637,"January","Cold",1,80,12830632,7.79384834667536e-06
"1629","ILLINOIS",207369,"December","Cold",2,56.5,12830632,1.55876966933507e-05
"1630","ILLINOIS",5384551,"January","Cold",1,82,12830632,7.79384834667536e-06
"1631","ILLINOIS",5258223,"July","Lightning",1,49,12830632,7.79384834667536e-06
"1632","ILLINOIS",56190,"August","Wind",1,67,12830632,7.79384834667536e-06
"1633","ILLINOIS",505473,"January","Cold",1,39,12830632,7.79384834667536e-06
"1634","ILLINOIS",205300,"December","Winter Storm",1,78,12830632,7.79384834667536e-06
"1635","ILLINOIS",333454,"July","Heat",1,75,12830632,7.79384834667536e-06
"1636","ILLINOIS",143579,"December","Winter Storm",2,27,12830632,1.55876966933507e-05
"1637","ILLINOIS",9423,"December","Winter Storm",1,67,12830632,7.79384834667536e-06
"1638","ILLINOIS",204406,"December","Cold",2,46.5,12830632,1.55876966933507e-05
"1639","ILLINOIS",469223,"July","Heat",2,59,12830632,1.55876966933507e-05
"1640","ILLINOIS",268509,"December","Cold",1,47,12830632,7.79384834667536e-06
"1641","ILLINOIS",268503,"December","Cold",3,51,12830632,2.33815450400261e-05
"1642","ILLINOIS",356084,"January","Winter Storm",1,56,12830632,7.79384834667536e-06
"1643","ILLINOIS",254305,"July","Heat",1,59,12830632,7.79384834667536e-06
"1644","ILLINOIS",185463,"June","Heat",1,32,12830632,7.79384834667536e-06
"1645","ILLINOIS",197587,"September","Fog",1,31,12830632,7.79384834667536e-06
"1646","ILLINOIS",356180,"January","Winter Storm",1,46,12830632,7.79384834667536e-06
"1647","ILLINOIS",569197,"May","Wind",1,72,12830632,7.79384834667536e-06
"1648","ILLINOIS",141791,"December","Winter Storm",1,32,12830632,7.79384834667536e-06
"1649","ILLINOIS",588982,"May","Flood",1,28,12830632,7.79384834667536e-06
"1650","ILLINOIS",5387095,"March","Wind",1,28,12830632,7.79384834667536e-06
"1651","ILLINOIS",77022,"January","Cold",1,63,12830632,7.79384834667536e-06
"1652","ILLINOIS",5303355,"July","Heat",11,55.4545454545455,12830632,8.5732331813429e-05
"1653","ILLINOIS",5292486,"April","Tornado",1,69,12830632,7.79384834667536e-06
"1654","ILLINOIS",490586,"January","Cold",1,64,12830632,7.79384834667536e-06
"1655","ILLINOIS",154215,"February","Cold",1,89,12830632,7.79384834667536e-06
"1656","ILLINOIS",277975,"January","Cold",1,82,12830632,7.79384834667536e-06
"1657","ILLINOIS",5264202,"August","Lightning",1,16,12830632,7.79384834667536e-06
"1658","ILLINOIS",335133,"July","Heat",16,72.8125,12830632,0.000124701573546806
"1659","ILLINOIS",495489,"January","Cold",4,62.5,12830632,3.11753933867014e-05
"1660","ILLINOIS",550215,"January","Cold",1,86,12830632,7.79384834667536e-06
"1661","ILLINOIS",404139,"July","Heat",1,64,12830632,7.79384834667536e-06
"1662","ILLINOIS",18299,"February","Winter Storm",1,58,12830632,7.79384834667536e-06
"1663","ILLINOIS",5258228,"July","Heat",1,41,12830632,7.79384834667536e-06
"1664","ILLINOIS",488835,"January","Cold",1,46,12830632,7.79384834667536e-06
"1665","ILLINOIS",211542,"January","Winter Storm",1,38,12830632,7.79384834667536e-06
"1666","ILLINOIS",77021,"January","Cold",5,83,12830632,3.89692417333768e-05
"1667","ILLINOIS",499421,"February","Winter Storm",1,49,12830632,7.79384834667536e-06
"1668","ILLINOIS",56714,"August","Heat",1,70,12830632,7.79384834667536e-06
"1669","ILLINOIS",270813,"December","Winter Storm",1,19,12830632,7.79384834667536e-06
"1670","ILLINOIS",35284,"March","Cold",1,66,12830632,7.79384834667536e-06
"1671","ILLINOIS",469221,"July","Heat",1,71,12830632,7.79384834667536e-06
"1672","ILLINOIS",77018,"January","Cold",2,65,12830632,1.55876966933507e-05
"1673","ILLINOIS",197584,"September","Flood",1,56,12830632,7.79384834667536e-06
"1674","ILLINOIS",232484,"May","Heat",1,61,12830632,7.79384834667536e-06
"1675","ILLINOIS",249119,"July","Lightning",1,57,12830632,7.79384834667536e-06
"1676","ILLINOIS",215884,"February","Winter Storm",1,27,12830632,7.79384834667536e-06
"1677","ILLINOIS",5386586,"February","Cold",1,56,12830632,7.79384834667536e-06
"1678","ILLINOIS",550213,"January","Cold",3,53,12830632,2.33815450400261e-05
"1679","ILLINOIS",185199,"June","Heat",1,29,12830632,7.79384834667536e-06
"1680","ILLINOIS",610008,"December","Winter Storm",2,70.5,12830632,1.55876966933507e-05
"1681","ILLINOIS",5352326,"May","Tornado",1,65,12830632,7.79384834667536e-06
"1682","ILLINOIS",5262730,"August","Heat",13,68.6153846153846,12830632,0.00010132002850678
"1683","ILLINOIS",600442,"July","Flood",1,52,12830632,7.79384834667536e-06
"1684","ILLINOIS",5144586,"May","Wind",1,69,12830632,7.79384834667536e-06
"1685","ILLINOIS",5267831,"September","Lightning",1,39,12830632,7.79384834667536e-06
"1686","ILLINOIS",328634,"June","Flood",1,75,12830632,7.79384834667536e-06
"1687","ILLINOIS",212438,"February","Winter Storm",1,20,12830632,7.79384834667536e-06
"1688","ILLINOIS",430579,"January","Cold",1,79,12830632,7.79384834667536e-06
"1689","ILLINOIS",281988,"February","Winter Storm",4,65.25,12830632,3.11753933867014e-05
"1690","ILLINOIS",5303354,"July","Heat",4,53.25,12830632,3.11753933867014e-05
"1691","ILLINOIS",267257,"December","Winter Storm",1,52,12830632,7.79384834667536e-06
"1692","ILLINOIS",490650,"January","Winter Storm",1,48,12830632,7.79384834667536e-06
"1693","ILLINOIS",5176416,"August","Flood",1,9,12830632,7.79384834667536e-06
"1694","ILLINOIS",404050,"July","Heat",24,66,12830632,0.000187052360320209
"1695","ILLINOIS",277980,"January","Cold",1,80,12830632,7.79384834667536e-06
"1696","ILLINOIS",135506,"September","Flood",1,28,12830632,7.79384834667536e-06
"1697","ILLINOIS",5451649,"June","Heat",1,48,12830632,7.79384834667536e-06
"1698","ILLINOIS",329274,"June","Heat",1,1,12830632,7.79384834667536e-06
"1699","ILLINOIS",268552,"December","Cold",1,36,12830632,7.79384834667536e-06
"1700","ILLINOIS",266726,"December","Winter Storm",1,43,12830632,7.79384834667536e-06
"1701","ILLINOIS",505469,"January","Cold",1,57,12830632,7.79384834667536e-06
"1702","ILLINOIS",5323423,"June","Heat",1,2,12830632,7.79384834667536e-06
"1703","ILLINOIS",69155,"December","Winter Storm",1,41,12830632,7.79384834667536e-06
"1704","ILLINOIS",5311191,"August","Heat",2,37.5,12830632,1.55876966933507e-05
"1705","ILLINOIS",267268,"December","Winter Storm",1,78,12830632,7.79384834667536e-06
"1706","ILLINOIS",5457412,"June","Lightning",1,15,12830632,7.79384834667536e-06
"1707","ILLINOIS",5358750,"May","Flood",1,79,12830632,7.79384834667536e-06
"1708","ILLINOIS",550199,"January","Cold",1,94,12830632,7.79384834667536e-06
"1709","ILLINOIS",429697,"January","Cold",1,71,12830632,7.79384834667536e-06
"1710","ILLINOIS",277979,"January","Cold",1,47,12830632,7.79384834667536e-06
"1711","ILLINOIS",386941,"July","Lightning",1,51,12830632,7.79384834667536e-06
"1712","ILLINOIS",374200,"March","Tornado",1,60,12830632,7.79384834667536e-06
"1713","ILLINOIS",549708,"November","Cold",1,46,12830632,7.79384834667536e-06
"1714","ILLINOIS",226101,"June","Tornado",1,69,12830632,7.79384834667536e-06
"1715","ILLINOIS",280713,"February","Winter Storm",1,54,12830632,7.79384834667536e-06
"1716","ILLINOIS",5451647,"June","Heat",1,70,12830632,7.79384834667536e-06
"1717","ILLINOIS",15966,"February","Winter Storm",1,70,12830632,7.79384834667536e-06
"1718","ILLINOIS",505479,"February","Cold",1,64,12830632,7.79384834667536e-06
"1719","ILLINOIS",505476,"February","Cold",2,84.5,12830632,1.55876966933507e-05
"1720","ILLINOIS",490492,"January","Winter Storm",1,71,12830632,7.79384834667536e-06
"1721","ILLINOIS",213638,"January","Cold",2,73,12830632,1.55876966933507e-05
"1722","ILLINOIS",263982,"October","Wind",1,42,12830632,7.79384834667536e-06
"1723","ILLINOIS",550197,"December","Cold",1,99,12830632,7.79384834667536e-06
"1724","ILLINOIS",84663,"February","Fog",1,26,12830632,7.79384834667536e-06
"1725","ILLINOIS",5255888,"June","Heat",1,79,12830632,7.79384834667536e-06
"1726","ILLINOIS",483775,"November","Tornado",3,72.3333333333333,12830632,2.33815450400261e-05
"1727","ILLINOIS",266437,"August","Flood",1,23,12830632,7.79384834667536e-06
"1728","ILLINOIS",5526217,"August","Heat",24,68.0416666666667,12830632,0.000187052360320209
"1729","ILLINOIS",372694,"July","Heat",1,51,12830632,7.79384834667536e-06
"1730","ILLINOIS",5510171,"May","Heat",1,35,12830632,7.79384834667536e-06
"1731","ILLINOIS",280567,"January","Winter Storm",1,53,12830632,7.79384834667536e-06
"1732","ILLINOIS",280692,"February","Winter Storm",1,80,12830632,7.79384834667536e-06
"1733","ILLINOIS",404138,"July","Heat",3,59.6666666666667,12830632,2.33815450400261e-05
"1734","ILLINOIS",299091,"April","Cold",1,50,12830632,7.79384834667536e-06
"1735","ILLINOIS",475586,"August","Heat",1,1,12830632,7.79384834667536e-06
"1736","ILLINOIS",609971,"December","Fog",1,70,12830632,7.79384834667536e-06
"1737","ILLINOIS",56713,"August","Heat",2,55,12830632,1.55876966933507e-05
"1738","ILLINOIS",565144,"March","Fog",2,16,12830632,1.55876966933507e-05
"1739","ILLINOIS",318218,"June","Heat",1,59,12830632,7.79384834667536e-06
"1740","ILLINOIS",456486,"May","Flood",1,33,12830632,7.79384834667536e-06
"1741","ILLINOIS",5166216,"December","Cold",1,79,12830632,7.79384834667536e-06
"1742","ILLINOIS",611589,"December","Flood",1,49,12830632,7.79384834667536e-06
"1743","ILLINOIS",495852,"January","Cold",1,86,12830632,7.79384834667536e-06
"1744","ILLINOIS",307758,"May","Heat",1,85,12830632,7.79384834667536e-06
"1745","ILLINOIS",254474,"July","Flood",1,56,12830632,7.79384834667536e-06
"1746","ILLINOIS",193834,"August","Heat",1,54,12830632,7.79384834667536e-06
"1747","ILLINOIS",141781,"December","Winter Storm",1,21,12830632,7.79384834667536e-06
"1748","ILLINOIS",149673,"January","Winter Storm",1,42,12830632,7.79384834667536e-06
"1749","ILLINOIS",550212,"January","Cold",1,62,12830632,7.79384834667536e-06
"1750","ILLINOIS",160079,"May","Wind",1,87,12830632,7.79384834667536e-06
"1751","ILLINOIS",5352325,"May","Hail",1,53,12830632,7.79384834667536e-06
"1752","ILLINOIS",5291920,"May","Tornado",2,40,12830632,1.55876966933507e-05
"1753","ILLINOIS",5259041,"June","Heat",1,58,12830632,7.79384834667536e-06
"1754","ILLINOIS",19455,"March","Lightning",1,18,12830632,7.79384834667536e-06
"1755","ILLINOIS",79698,"January","Flood",1,36,12830632,7.79384834667536e-06
"1756","ILLINOIS",5526168,"August","Heat",1,80,12830632,7.79384834667536e-06
"1757","ILLINOIS",5492294,"February","Cold",1,45,12830632,7.79384834667536e-06
"1758","ILLINOIS",88936,"March","Winter Storm",2,69.5,12830632,1.55876966933507e-05
"1759","ILLINOIS",5301452,"May","Flood",1,8,12830632,7.79384834667536e-06
"1760","ILLINOIS",5136131,"March","Winter Storm",1,16,12830632,7.79384834667536e-06
"1761","ILLINOIS",258851,"August","Heat",1,1,12830632,7.79384834667536e-06
"1762","ILLINOIS",243571,"June","Wind",1,21,12830632,7.79384834667536e-06
"1763","ILLINOIS",5521865,"July","Heat",1,39,12830632,7.79384834667536e-06
"1764","ILLINOIS",5501074,"April","Tornado",1,54,12830632,7.79384834667536e-06
"1765","ILLINOIS",144900,"December","Winter Storm",1,47,12830632,7.79384834667536e-06
"1766","ILLINOIS",121041,"June","Flood",1,72,12830632,7.79384834667536e-06
"1767","ILLINOIS",43967,"June","Heat",4,65.5,12830632,3.11753933867014e-05
"1768","ILLINOIS",543419,"September","Wind",1,46,12830632,7.79384834667536e-06
"1769","ILLINOIS",5482580,"December","Cold",2,80.5,12830632,1.55876966933507e-05
"1770","ILLINOIS",52039,"July","Heat",1,72,12830632,7.79384834667536e-06
"1771","ILLINOIS",268992,"December","Winter Storm",1,43,12830632,7.79384834667536e-06
"1772","ILLINOIS",280612,"February","Winter Storm",1,39,12830632,7.79384834667536e-06
"1773","ILLINOIS",277955,"December","Cold",1,90,12830632,7.79384834667536e-06
"1774","ILLINOIS",560138,"February","Cold",2,87,12830632,1.55876966933507e-05
"1775","ILLINOIS",5386588,"February","Cold",1,84,12830632,7.79384834667536e-06
"1776","ILLINOIS",277956,"January","Cold",1,65,12830632,7.79384834667536e-06
"1777","ILLINOIS",14917,"February","Winter Storm",2,59,12830632,1.55876966933507e-05
"1778","ILLINOIS",5482673,"December","Cold",1,52,12830632,7.79384834667536e-06
"1779","ILLINOIS",5298923,"June","Heat",7,48.5714285714286,12830632,5.45569384267275e-05
"1780","ILLINOIS",490068,"December","Cold",1,72,12830632,7.79384834667536e-06
"1781","ILLINOIS",480989,"November","Tornado",3,59,12830632,2.33815450400261e-05
"1782","ILLINOIS",69242,"December","Winter Storm",1,45,12830632,7.79384834667536e-06
"1783","ILLINOIS",5475708,"August","Heat",1,45,12830632,7.79384834667536e-06
"1784","ILLINOIS",84929,"March","Flood",2,27.5,12830632,1.55876966933507e-05
"1785","ILLINOIS",136561,"September","Flood",1,83,12830632,7.79384834667536e-06
"1786","ILLINOIS",100298,"May","Wind",1,25,12830632,7.79384834667536e-06
"1787","ILLINOIS",5233385,"February","Lightning",1,33,12830632,7.79384834667536e-06
"1788","ILLINOIS",5363106,"June","Heat",1,66,12830632,7.79384834667536e-06
"1789","INDIANA",5140473,"May","Wind",1,42,6483802,1.54230496242791e-05
"1790","INDIANA",17700,"February","Winter Storm",1,63,6483802,1.54230496242791e-05
"1791","INDIANA",5432858,"January","Flood",1,61,6483802,1.54230496242791e-05
"1792","INDIANA",5382200,"January","Flood",1,16,6483802,1.54230496242791e-05
"1793","INDIANA",468942,"July","Tide/Tsunami",1,37,6483802,1.54230496242791e-05
"1794","INDIANA",72219,"January","Tornado",1,33,6483802,1.54230496242791e-05
"1795","INDIANA",125286,"July","Tide/Tsunami",1,14,6483802,1.54230496242791e-05
"1796","INDIANA",491760,"December","Flood",1,86,6483802,1.54230496242791e-05
"1797","INDIANA",5493502,"March","Flood",1,28,6483802,1.54230496242791e-05
"1798","INDIANA",84847,"March","Flood",1,85,6483802,1.54230496242791e-05
"1799","INDIANA",87107,"February","Flood",2,26.5,6483802,3.08460992485582e-05
"1800","INDIANA",33226,"May","Wind",1,71,6483802,1.54230496242791e-05
"1801","INDIANA",399646,"September","Tide/Tsunami",1,57,6483802,1.54230496242791e-05
"1802","INDIANA",5429060,"December","Winter Storm",1,67,6483802,1.54230496242791e-05
"1803","INDIANA",585032,"July","Flood",1,67,6483802,1.54230496242791e-05
"1804","INDIANA",118569,"June","Wind",3,26.3333333333333,6483802,4.62691488728373e-05
"1805","INDIANA",5480597,"November","Tornado",20,41.25,6483802,0.000308460992485582
"1806","INDIANA",273434,"December","Winter Storm",1,51,6483802,1.54230496242791e-05
"1807","INDIANA",73424,"January","Winter Storm",2,25.5,6483802,3.08460992485582e-05
"1808","INDIANA",478302,"September","Lightning",1,28,6483802,1.54230496242791e-05
"1809","INDIANA",147158,"December","Winter Storm",1,76,6483802,1.54230496242791e-05
"1810","INDIANA",134219,"September","Wind",1,60,6483802,1.54230496242791e-05
"1811","INDIANA",76989,"January","Flood",2,3.5,6483802,3.08460992485582e-05
"1812","INDIANA",156996,"February","Winter Storm",2,27.5,6483802,3.08460992485582e-05
"1813","INDIANA",5480598,"November","Tornado",4,20.75,6483802,6.16921984971163e-05
"1814","INDIANA",114633,"June","Tornado",1,67,6483802,1.54230496242791e-05
"1815","INDIANA",538293,"July","Wind",1,14,6483802,1.54230496242791e-05
"1816","INDIANA",5162111,"October","Flood",1,29,6483802,1.54230496242791e-05
"1817","INDIANA",70095,"January","Tornado",2,70,6483802,3.08460992485582e-05
"1818","INDIANA",393064,"July","Heat",3,63.3333333333333,6483802,4.62691488728373e-05
"1819","INDIANA",404748,"July","Tide/Tsunami",1,15,6483802,1.54230496242791e-05
"1820","INDIANA",478303,"September","Lightning",1,45,6483802,1.54230496242791e-05
"1821","INDIANA",139184,"December","Winter Storm",4,22.5,6483802,6.16921984971163e-05
"1822","INDIANA",5149063,"June","Heat",1,52,6483802,1.54230496242791e-05
"1823","INDIANA",5517362,"July","Lightning",1,9,6483802,1.54230496242791e-05
"1824","INDIANA",359896,"March","Tornado",5,9,6483802,7.71152481213954e-05
"1825","INDIANA",212446,"February","Winter Storm",1,49,6483802,1.54230496242791e-05
"1826","INDIANA",5336906,"September","Flood",1,78,6483802,1.54230496242791e-05
"1827","INDIANA",135639,"September","Flood",2,63,6483802,3.08460992485582e-05
"1828","INDIANA",140585,"December","Winter Storm",2,66,6483802,3.08460992485582e-05
"1829","INDIANA",283230,"February","Cold",1,97,6483802,1.54230496242791e-05
"1830","INDIANA",134458,"August","Tide/Tsunami",1,13,6483802,1.54230496242791e-05
"1831","INDIANA",541110,"April","Flood",1,62,6483802,1.54230496242791e-05
"1832","INDIANA",553024,"February","Winter Storm",1,7,6483802,1.54230496242791e-05
"1833","INDIANA",111672,"August","Wind",1,24,6483802,1.54230496242791e-05
"1834","INDIANA",76735,"January","Winter Storm",2,25.5,6483802,3.08460992485582e-05
"1835","INDIANA",5382190,"January","Flood",2,49.5,6483802,3.08460992485582e-05
"1836","INDIANA",86541,"March","Winter Storm",1,78,6483802,1.54230496242791e-05
"1837","INDIANA",139183,"December","Winter Storm",1,22,6483802,1.54230496242791e-05
"1838","INDIANA",448423,"April","Flood",2,53,6483802,3.08460992485582e-05
"1839","INDIANA",487216,"December","Flood",1,31,6483802,1.54230496242791e-05
"1840","INDIANA",485861,"January","Winter Storm",1,20,6483802,1.54230496242791e-05
"1841","INDIANA",485796,"December","Winter Storm",1,44,6483802,1.54230496242791e-05
"1842","INDIANA",5373346,"July","Flood",1,45,6483802,1.54230496242791e-05
"1843","INDIANA",591974,"June","Flood",1,18,6483802,1.54230496242791e-05
"1844","INDIANA",134220,"September","Wind",1,61,6483802,1.54230496242791e-05
"1845","INDIANA",557994,"January","Flood",1,39,6483802,1.54230496242791e-05
"1846","INDIANA",410705,"August","Fire",1,63,6483802,1.54230496242791e-05
"1847","INDIANA",85443,"February","Winter Storm",2,16.5,6483802,3.08460992485582e-05
"1848","INDIANA",343595,"August","Tide/Tsunami",1,23,6483802,1.54230496242791e-05
"1849","INDIANA",359915,"March","Tornado",4,43.5,6483802,6.16921984971163e-05
"1850","INDIANA",225230,"May","Lightning",1,18,6483802,1.54230496242791e-05
"1851","INDIANA",5507690,"May","Flood",3,31.3333333333333,6483802,4.62691488728373e-05
"1852","INDIANA",564700,"February","Winter Storm",1,79,6483802,1.54230496242791e-05
"1853","INDIANA",73357,"January","Cold",2,72.5,6483802,3.08460992485582e-05
"1854","INDIANA",120494,"June","Flood",1,54,6483802,1.54230496242791e-05
"1855","INDIANA",246838,"August","Tide/Tsunami",2,15.5,6483802,3.08460992485582e-05
"1856","INDIANA",336298,"August","Wind",1,46,6483802,1.54230496242791e-05
"1857","INDIANA",282015,"February","Winter Storm",2,30,6483802,3.08460992485582e-05
"1858","INDIANA",205568,"February","Cold",1,51,6483802,1.54230496242791e-05
"1859","INDIANA",17691,"February","Winter Storm",1,19,6483802,1.54230496242791e-05
"1860","INDIANA",139376,"November","Winter Storm",1,51,6483802,1.54230496242791e-05
"1861","INDIANA",17359,"February","Winter Storm",1,37,6483802,1.54230496242791e-05
"1862","INDIANA",287265,"February","Winter Storm",1,93,6483802,1.54230496242791e-05
"1863","INDIANA",5493500,"March","Flood",1,25,6483802,1.54230496242791e-05
"1864","INDIANA",329351,"June","Lightning",1,40,6483802,1.54230496242791e-05
"1865","INDIANA",430080,"January","Flood",1,19,6483802,1.54230496242791e-05
"1866","INDIANA",359916,"March","Tornado",1,72,6483802,1.54230496242791e-05
"1867","INDIANA",11919,"January","Flood",1,80,6483802,1.54230496242791e-05
"1868","INDIANA",585097,"August","Wind",1,1,6483802,1.54230496242791e-05
"1869","INDIANA",120506,"June","Flood",1,54,6483802,1.54230496242791e-05
"1870","INDIANA",591953,"June","Flood",2,27.5,6483802,3.08460992485582e-05
"1871","INDIANA",5271991,"October","Tornado",1,57,6483802,1.54230496242791e-05
"1872","INDIANA",5456920,"June","Wind",1,50,6483802,1.54230496242791e-05
"1873","INDIANA",186284,"June","Lightning",1,10,6483802,1.54230496242791e-05
"1874","INDIANA",11929,"January","Flood",1,77,6483802,1.54230496242791e-05
"1875","INDIANA",5463083,"July","Tide/Tsunami",2,20.5,6483802,3.08460992485582e-05
"1876","INDIANA",571143,"May","Wind",1,1,6483802,1.54230496242791e-05
"1877","INDIANA",211712,"January","Winter Storm",1,40,6483802,1.54230496242791e-05
"1878","INDIANA",235913,"June","Wind",1,62,6483802,1.54230496242791e-05
"1879","INDIANA",554273,"February","Cold",1,79,6483802,1.54230496242791e-05
"1880","INDIANA",437702,"April","Fog",1,20,6483802,1.54230496242791e-05
"1881","INDIANA",119936,"June","Flood",1,44,6483802,1.54230496242791e-05
"1882","INDIANA",369148,"March","Tornado",3,52.3333333333333,6483802,4.62691488728373e-05
"1883","INDIANA",515636,"April","Flood",2,14.5,6483802,3.08460992485582e-05
"1884","INDIANA",85437,"February","Winter Storm",1,53,6483802,1.54230496242791e-05
"1885","INDIANA",282014,"February","Winter Storm",1,57,6483802,1.54230496242791e-05
"1886","INDIANA",213490,"January","Winter Storm",1,58,6483802,1.54230496242791e-05
"1887","INDIANA",5401775,"May","Tornado",1,24,6483802,1.54230496242791e-05
"1888","INDIANA",555817,"March","Fog",1,22,6483802,1.54230496242791e-05
"1889","INDIANA",330670,"July","Heat",1,56,6483802,1.54230496242791e-05
"1890","INDIANA",269603,"December","Winter Storm",1,73,6483802,1.54230496242791e-05
"1891","INDIANA",559016,"February","Cold",1,82,6483802,1.54230496242791e-05
"1892","INDIANA",5372851,"July","Flood",2,49,6483802,3.08460992485582e-05
"1893","INDIANA",265090,"October","Wind",1,20,6483802,1.54230496242791e-05
"1894","INDIANA",5058,"January","Flood",1,27,6483802,1.54230496242791e-05
"1895","INDIANA",5264193,"August","Tide/Tsunami",1,19,6483802,1.54230496242791e-05
"1896","INDIANA",562554,"March","Flood",1,60,6483802,1.54230496242791e-05
"1897","INDIANA",353213,"January","Winter Storm",1,81,6483802,1.54230496242791e-05
"1898","INDIANA",5273761,"December","Flood",1,29,6483802,1.54230496242791e-05
"1899","INDIANA",5263900,"July","Lightning",1,30,6483802,1.54230496242791e-05
"1900","INDIANA",329021,"June","Wind",1,20,6483802,1.54230496242791e-05
"1901","INDIANA",134966,"September","Wind",1,62,6483802,1.54230496242791e-05
"1902","INDIANA",134970,"September","Wind",1,22,6483802,1.54230496242791e-05
"1903","INDIANA",141171,"December","Winter Storm",2,24,6483802,3.08460992485582e-05
"1904","INDIANA",5375907,"July","Wind",1,27,6483802,1.54230496242791e-05
"1905","INDIANA",427056,"December","Winter Storm",1,47,6483802,1.54230496242791e-05
"1906","INDIANA",80610,"February","Flood",1,46,6483802,1.54230496242791e-05
"1907","INDIANA",345683,"August","Wind",7,34.2857142857143,6483802,0.000107961347369954
"1908","INDIANA",5272204,"November","Fog",1,57,6483802,1.54230496242791e-05
"1909","INDIANA",538290,"July","Wind",1,64,6483802,1.54230496242791e-05
"1910","INDIANA",5396681,"May","Tornado",1,83,6483802,1.54230496242791e-05
"1911","INDIANA",56150,"August","Flood",2,38.5,6483802,3.08460992485582e-05
"1912","INDIANA",359912,"March","Tornado",1,62,6483802,1.54230496242791e-05
"1913","INDIANA",120492,"June","Flood",1,44,6483802,1.54230496242791e-05
"1914","INDIANA",329204,"June","Wind",1,59,6483802,1.54230496242791e-05
"1915","IOWA",585425,"June","Lightning",1,42,3046355,3.28261151441641e-05
"1916","IOWA",117094,"June","Flood",1,35,3046355,3.28261151441641e-05
"1917","IOWA",5228504,"January","Cold",1,71,3046355,3.28261151441641e-05
"1918","IOWA",479021,"October","Fog",1,90,3046355,3.28261151441641e-05
"1919","IOWA",286692,"February","Winter Storm",1,58,3046355,3.28261151441641e-05
"1920","IOWA",550794,"February","Winter Storm",1,67,3046355,3.28261151441641e-05
"1921","IOWA",5352857,"May","Wind",1,23,3046355,3.28261151441641e-05
"1922","IOWA",442538,"May","Flood",1,71,3046355,3.28261151441641e-05
"1923","IOWA",5478819,"September","Lightning",1,38,3046355,3.28261151441641e-05
"1924","IOWA",5416667,"May","Flood",1,41,3046355,3.28261151441641e-05
"1925","IOWA",5239041,"April","Wind",2,67,3046355,6.56522302883282e-05
"1926","IOWA",5517712,"July","Hail",1,83,3046355,3.28261151441641e-05
"1927","IOWA",317304,"May","Wind",1,32,3046355,3.28261151441641e-05
"1928","IOWA",504262,"April","Tornado",2,45,3046355,6.56522302883282e-05
"1929","IOWA",93475,"June","Lightning",1,20,3046355,3.28261151441641e-05
"1930","IOWA",5482140,"November","Hail",1,82,3046355,3.28261151441641e-05
"1931","IOWA",100789,"June","Wind",2,18,3046355,6.56522302883282e-05
"1932","IOWA",489474,"February","Wind",1,54,3046355,3.28261151441641e-05
"1933","IOWA",11466,"January","Winter Storm",2,10,3046355,6.56522302883282e-05
"1934","IOWA",354429,"January","Winter Storm",1,62,3046355,3.28261151441641e-05
"1935","IOWA",548238,"January","Winter Storm",1,76,3046355,3.28261151441641e-05
"1936","IOWA",75243,"January","Winter Storm",1,82,3046355,3.28261151441641e-05
"1937","IOWA",240050,"August","Flood",1,16,3046355,3.28261151441641e-05
"1938","IOWA",90824,"May","Tornado",9,71.3333333333333,3046355,0.000295435036297477
"1939","IOWA",525286,"June","Wind",1,57,3046355,3.28261151441641e-05
"1940","IOWA",373389,"May","Wind",1,3,3046355,3.28261151441641e-05
"1941","IOWA",527561,"June","Flood",1,17,3046355,3.28261151441641e-05
"1942","IOWA",93048,"June","Flood",1,50,3046355,3.28261151441641e-05
"1943","IOWA",141258,"January","Cold",1,65,3046355,3.28261151441641e-05
"1944","IOWA",5153823,"June","Flood",1,19,3046355,3.28261151441641e-05
"1945","IOWA",353293,"December","Winter Storm",1,57,3046355,3.28261151441641e-05
"1946","IOWA",5260764,"August","Heat",1,88,3046355,3.28261151441641e-05
"1947","IOWA",552354,"February","Winter Storm",1,69,3046355,3.28261151441641e-05
"1948","IOWA",5166854,"December","Cold",1,85,3046355,3.28261151441641e-05
"1949","IOWA",203220,"January","Winter Storm",1,86,3046355,3.28261151441641e-05
"1950","IOWA",427445,"January","Winter Storm",1,60,3046355,3.28261151441641e-05
"1951","IOWA",98814,"June","Tornado",4,13.5,3046355,0.000131304460576656
"1952","IOWA",360919,"January","Winter Storm",1,67,3046355,3.28261151441641e-05
"1953","IOWA",5359317,"April","Lightning",1,34,3046355,3.28261151441641e-05
"1954","IOWA",5453477,"June","Flood",1,8,3046355,3.28261151441641e-05
"1955","IOWA",5163583,"August","Lightning",1,78,3046355,3.28261151441641e-05
"1956","IOWA",571426,"May","Lightning",1,36,3046355,3.28261151441641e-05
"1957","IOWA",363239,"January","Winter Storm",1,18,3046355,3.28261151441641e-05
"1958","IOWA",74388,"January","Fog",1,42,3046355,3.28261151441641e-05
"1959","IOWA",5153816,"June","Flood",1,24,3046355,3.28261151441641e-05
"1960","IOWA",5145458,"May","Tornado",1,72,3046355,3.28261151441641e-05
"1961","IOWA",5465453,"July","Wind",1,27,3046355,3.28261151441641e-05
"1962","IOWA",20409,"March","Winter Storm",1,51,3046355,3.28261151441641e-05
"1963","IOWA",5502569,"April","Tornado",1,49,3046355,3.28261151441641e-05
